Staff_group,Reason,SA_rate_pct,Reason_code,Reason_name,Month
Other and Local HCHS Doctor Grades,S12 Other musculoskeletal problems,2.1,S12,Other musculoskeletal problems,2022-08
HCHS doctors,S16 Headache / migraine,2.1,S16,Headache / migraine,2022-08
NHS infrastructure support,S16 Headache / migraine,2.1,S16,Headache / migraine,2022-08
"Scientific, therapeutic & technical staff",S21 Ear nose throat (ENT),2.1,S21,Ear nose throat (ENT),2022-08
Support to ambulance staff,S30 Pregnancy related disorders,2.1,S30,Pregnancy related disorders,2022-08
Support to ST&T staff,S30 Pregnancy related disorders,2.1,S30,Pregnancy related disorders,2022-08
HCHS doctors,S19 Heart cardiac & circulatory problems,2,S19,Heart cardiac & circulatory problems,2022-08
Nurses & health visitors,S19 Heart cardiac & circulatory problems,2,S19,Heart cardiac & circulatory problems,2022-08
Ambulance staff,S19 Heart cardiac & circulatory problems,2,S19,Heart cardiac & circulatory problems,2022-08
Central functions,S19 Heart cardiac & circulatory problems,2,S19,Heart cardiac & circulatory problems,2022-08
Specialty Doctor,S21 Ear nose throat (ENT),2,S21,Ear nose throat (ENT),2022-08
Specialty Registrar,S26 Genitourinary & gynaecological disorders,2,S26,Genitourinary & gynaecological disorders,2022-08
Core Training,S11 Back Problems,1.9,S11,Back Problems,2022-08
Senior managers,S16 Headache / migraine,1.9,S16,Headache / migraine,2022-08
Senior managers,S19 Heart cardiac & circulatory problems,1.9,S19,Heart cardiac & circulatory problems,2022-08
Support to clinical staff,S21 Ear nose throat (ENT),1.9,S21,Ear nose throat (ENT),2022-08
Support to ambulance staff,S21 Ear nose throat (ENT),1.9,S21,Ear nose throat (ENT),2022-08
Central functions,S21 Ear nose throat (ENT),1.9,S21,Ear nose throat (ENT),2022-08
Core Training,S26 Genitourinary & gynaecological disorders,1.9,S26,Genitourinary & gynaecological disorders,2022-08
Specialty Doctor,S29 Nervous system disorders,1.9,S29,Nervous system disorders,2022-08
Managers,S30 Pregnancy related disorders,1.9,S30,Pregnancy related disorders,2022-08
Professionally qualified clinical staff,S19 Heart cardiac & circulatory problems,1.8,S19,Heart cardiac & circulatory problems,2022-08
Other and Local HCHS Doctor Grades,S19 Heart cardiac & circulatory problems,1.8,S19,Heart cardiac & circulatory problems,2022-08
All staff groups,S21 Ear nose throat (ENT),1.8,S21,Ear nose throat (ENT),2022-08
"Support to doctors, nurses & midwives",S21 Ear nose throat (ENT),1.8,S21,Ear nose throat (ENT),2022-08
Ambulance staff,S26 Genitourinary & gynaecological disorders,1.8,S26,Genitourinary & gynaecological disorders,2022-08
Senior managers,S11 Back Problems,1.7,S11,Back Problems,2022-08
Professionally qualified clinical staff,S21 Ear nose throat (ENT),1.7,S21,Ear nose throat (ENT),2022-08
Nurses & health visitors,S21 Ear nose throat (ENT),1.7,S21,Ear nose throat (ENT),2022-08
Managers,S21 Ear nose throat (ENT),1.7,S21,Ear nose throat (ENT),2022-08
Foundation Doctor Year 1,S11 Back Problems,1.6,S11,Back Problems,2022-08
Midwives,S16 Headache / migraine,1.6,S16,Headache / migraine,2022-08
Ambulance staff,S16 Headache / migraine,1.6,S16,Headache / migraine,2022-08
Managers,S16 Headache / migraine,1.6,S16,Headache / migraine,2022-08
Foundation Doctor Year 2,S21 Ear nose throat (ENT),1.6,S21,Ear nose throat (ENT),2022-08
NHS infrastructure support,S21 Ear nose throat (ENT),1.6,S21,Ear nose throat (ENT),2022-08
HCHS doctors,S26 Genitourinary & gynaecological disorders,1.6,S26,Genitourinary & gynaecological disorders,2022-08
Specialty Doctor,S26 Genitourinary & gynaecological disorders,1.6,S26,Genitourinary & gynaecological disorders,2022-08
Foundation Doctor Year 1,S30 Pregnancy related disorders,1.6,S30,Pregnancy related disorders,2022-08
Central functions,S30 Pregnancy related disorders,1.6,S30,Pregnancy related disorders,2022-08
Specialty Doctor,S16 Headache / migraine,1.5,S16,Headache / migraine,2022-08
Associate Specialist,S19 Heart cardiac & circulatory problems,1.5,S19,Heart cardiac & circulatory problems,2022-08
Foundation Doctor Year 1,S21 Ear nose throat (ENT),1.5,S21,Ear nose throat (ENT),2022-08
Midwives,S21 Ear nose throat (ENT),1.5,S21,Ear nose throat (ENT),2022-08
Ambulance staff,S21 Ear nose throat (ENT),1.5,S21,Ear nose throat (ENT),2022-08
HCHS doctors,S30 Pregnancy related disorders,1.5,S30,Pregnancy related disorders,2022-08
Senior managers,S30 Pregnancy related disorders,1.5,S30,Pregnancy related disorders,2022-08
"Hotel, property & estates",S16 Headache / migraine,1.4,S16,Headache / migraine,2022-08
Support to ambulance staff,S17 Benign and malignant tumours cancers,1.4,S17,Benign and malignant tumours cancers,2022-08
"Scientific, therapeutic & technical staff",S19 Heart cardiac & circulatory problems,1.4,S19,Heart cardiac & circulatory problems,2022-08
"Hotel, property & estates",S21 Ear nose throat (ENT),1.4,S21,Ear nose throat (ENT),2022-08
Consultant,S26 Genitourinary & gynaecological disorders,1.4,S26,Genitourinary & gynaecological disorders,2022-08
Support to ST&T staff,S29 Nervous system disorders,1.4,S29,Nervous system disorders,2022-08
Midwives,S19 Heart cardiac & circulatory problems,1.3,S19,Heart cardiac & circulatory problems,2022-08
Associate Specialist,S23 Eye problems,1.3,S23,Eye problems,2022-08
Foundation Doctor Year 1,S29 Nervous system disorders,1.3,S29,Nervous system disorders,2022-08
NHS infrastructure support,S30 Pregnancy related disorders,1.3,S30,Pregnancy related disorders,2022-08
Other staff or those with unknown classification,S14 Asthma,1.2,S14,Asthma,2022-08
Specialty Doctor,S17 Benign and malignant tumours cancers,1.2,S17,Benign and malignant tumours cancers,2022-08
Specialty Registrar,S21 Ear nose throat (ENT),1.2,S21,Ear nose throat (ENT),2022-08
Consultant,S23 Eye problems,1.2,S23,Eye problems,2022-08
Other staff or those with unknown classification,S26 Genitourinary & gynaecological disorders,1.2,S26,Genitourinary & gynaecological disorders,2022-08
Core Training,S30 Pregnancy related disorders,1.2,S30,Pregnancy related disorders,2022-08
Consultant,S16 Headache / migraine,1.1,S16,Headache / migraine,2022-08
HCHS doctors,S21 Ear nose throat (ENT),1.1,S21,Ear nose throat (ENT),2022-08
Core Training,S21 Ear nose throat (ENT),1.1,S21,Ear nose throat (ENT),2022-08
Central functions,S23 Eye problems,1.1,S23,Eye problems,2022-08
Managers,S24 Endocrine / glandular problems,1.1,S24,Endocrine / glandular problems,2022-08
Ambulance staff,S30 Pregnancy related disorders,1.1,S30,Pregnancy related disorders,2022-08
"Hotel, property & estates",S31 Skin disorders,1.1,S31,Skin disorders,2022-08
Core Training,S19 Heart cardiac & circulatory problems,1,S19,Heart cardiac & circulatory problems,2022-08
Senior managers,S21 Ear nose throat (ENT),1,S21,Ear nose throat (ENT),2022-08
Support to ST&T staff,S23 Eye problems,1,S23,Eye problems,2022-08
NHS infrastructure support,S23 Eye problems,1,S23,Eye problems,2022-08
"Hotel, property & estates",S23 Eye problems,1,S23,Eye problems,2022-08
Foundation Doctor Year 2,S26 Genitourinary & gynaecological disorders,1,S26,Genitourinary & gynaecological disorders,2022-08
Foundation Doctor Year 1,S26 Genitourinary & gynaecological disorders,1,S26,Genitourinary & gynaecological disorders,2022-08
"Scientific, therapeutic & technical staff",S29 Nervous system disorders,1,S29,Nervous system disorders,2022-08
Support to clinical staff,S29 Nervous system disorders,1,S29,Nervous system disorders,2022-08
Other staff or those with unknown classification,S11 Back Problems,0.9,S11,Back Problems,2022-08
All staff groups,S23 Eye problems,0.9,S23,Eye problems,2022-08
Specialty Doctor,S23 Eye problems,0.9,S23,Eye problems,2022-08
Midwives,S23 Eye problems,0.9,S23,Eye problems,2022-08
Support to clinical staff,S23 Eye problems,0.9,S23,Eye problems,2022-08
"Support to doctors, nurses & midwives",S23 Eye problems,0.9,S23,Eye problems,2022-08
Associate Specialist,S26 Genitourinary & gynaecological disorders,0.9,S26,Genitourinary & gynaecological disorders,2022-08
All staff groups,S29 Nervous system disorders,0.9,S29,Nervous system disorders,2022-08
Professionally qualified clinical staff,S29 Nervous system disorders,0.9,S29,Nervous system disorders,2022-08
Consultant,S29 Nervous system disorders,0.9,S29,Nervous system disorders,2022-08
Nurses & health visitors,S29 Nervous system disorders,0.9,S29,Nervous system disorders,2022-08
"Support to doctors, nurses & midwives",S29 Nervous system disorders,0.9,S29,Nervous system disorders,2022-08
Support to ambulance staff,S29 Nervous system disorders,0.9,S29,Nervous system disorders,2022-08
"Hotel, property & estates",S29 Nervous system disorders,0.9,S29,Nervous system disorders,2022-08
Specialty Doctor,S30 Pregnancy related disorders,0.9,S30,Pregnancy related disorders,2022-08
Professionally qualified clinical staff,S23 Eye problems,0.8,S23,Eye problems,2022-08
HCHS doctors,S23 Eye problems,0.8,S23,Eye problems,2022-08
Nurses & health visitors,S23 Eye problems,0.8,S23,Eye problems,2022-08
"Scientific, therapeutic & technical staff",S23 Eye problems,0.8,S23,Eye problems,2022-08
Ambulance staff,S24 Endocrine / glandular problems,0.8,S24,Endocrine / glandular problems,2022-08
Support to ambulance staff,S24 Endocrine / glandular problems,0.8,S24,Endocrine / glandular problems,2022-08
Foundation Doctor Year 2,S29 Nervous system disorders,0.8,S29,Nervous system disorders,2022-08
NHS infrastructure support,S29 Nervous system disorders,0.8,S29,Nervous system disorders,2022-08
Central functions,S29 Nervous system disorders,0.8,S29,Nervous system disorders,2022-08
Senior managers,S29 Nervous system disorders,0.8,S29,Nervous system disorders,2022-08
"Hotel, property & estates",S30 Pregnancy related disorders,0.8,S30,Pregnancy related disorders,2022-08
Foundation Doctor Year 2,S31 Skin disorders,0.8,S31,Skin disorders,2022-08
Support to clinical staff,S31 Skin disorders,0.8,S31,Skin disorders,2022-08
"Support to doctors, nurses & midwives",S31 Skin disorders,0.8,S31,Skin disorders,2022-08
NHS infrastructure support,S31 Skin disorders,0.8,S31,Skin disorders,2022-08
Foundation Doctor Year 2,S12 Other musculoskeletal problems,0.7,S12,Other musculoskeletal problems,2022-08
Core Training,S17 Benign and malignant tumours cancers,0.7,S17,Benign and malignant tumours cancers,2022-08
Ambulance staff,S17 Benign and malignant tumours cancers,0.7,S17,Benign and malignant tumours cancers,2022-08
Senior managers,S23 Eye problems,0.7,S23,Eye problems,2022-08
Midwives,S24 Endocrine / glandular problems,0.7,S24,Endocrine / glandular problems,2022-08
HCHS doctors,S29 Nervous system disorders,0.7,S29,Nervous system disorders,2022-08
Midwives,S29 Nervous system disorders,0.7,S29,Nervous system disorders,2022-08
Ambulance staff,S29 Nervous system disorders,0.7,S29,Nervous system disorders,2022-08
Managers,S29 Nervous system disorders,0.7,S29,Nervous system disorders,2022-08
All staff groups,S31 Skin disorders,0.7,S31,Skin disorders,2022-08
Nurses & health visitors,S31 Skin disorders,0.7,S31,Skin disorders,2022-08
Support to ambulance staff,S31 Skin disorders,0.7,S31,Skin disorders,2022-08
Support to ST&T staff,S31 Skin disorders,0.7,S31,Skin disorders,2022-08
Central functions,S31 Skin disorders,0.7,S31,Skin disorders,2022-08
Other and Local HCHS Doctor Grades,S99 Unknown causes / Not specified,0.7,S99,Unknown causes / Not specified,2022-08
Foundation Doctor Year 2,S11 Back Problems,0.6,S11,Back Problems,2022-08
Hospital Practitioner / Clinical Assistant,S16 Headache / migraine,0.6,S16,Headache / migraine,2022-08
Other and Local HCHS Doctor Grades,S18 Blood disorders,0.6,S18,Blood disorders,2022-08
Specialty Registrar,S19 Heart cardiac & circulatory problems,0.6,S19,Heart cardiac & circulatory problems,2022-08
Consultant,S21 Ear nose throat (ENT),0.6,S21,Ear nose throat (ENT),2022-08
Specialty Doctor,S22 Dental and oral problems,0.6,S22,Dental and oral problems,2022-08
Support to ST&T staff,S22 Dental and oral problems,0.6,S22,Dental and oral problems,2022-08
"Hotel, property & estates",S22 Dental and oral problems,0.6,S22,Dental and oral problems,2022-08
Support to ambulance staff,S23 Eye problems,0.6,S23,Eye problems,2022-08
Managers,S23 Eye problems,0.6,S23,Eye problems,2022-08
Nurses & health visitors,S24 Endocrine / glandular problems,0.6,S24,Endocrine / glandular problems,2022-08
Consultant,S30 Pregnancy related disorders,0.6,S30,Pregnancy related disorders,2022-08
Professionally qualified clinical staff,S31 Skin disorders,0.6,S31,Skin disorders,2022-08
Ambulance staff,S31 Skin disorders,0.6,S31,Skin disorders,2022-08
NHS infrastructure support,S18 Blood disorders,0.5,S18,Blood disorders,2022-08
Central functions,S18 Blood disorders,0.5,S18,Blood disorders,2022-08
"Hotel, property & estates",S18 Blood disorders,0.5,S18,Blood disorders,2022-08
Other and Local HCHS Doctor Grades,S21 Ear nose throat (ENT),0.5,S21,Ear nose throat (ENT),2022-08
All staff groups,S22 Dental and oral problems,0.5,S22,Dental and oral problems,2022-08
Specialty Registrar,S22 Dental and oral problems,0.5,S22,Dental and oral problems,2022-08
Nurses & health visitors,S22 Dental and oral problems,0.5,S22,Dental and oral problems,2022-08
Ambulance staff,S22 Dental and oral problems,0.5,S22,Dental and oral problems,2022-08
Support to clinical staff,S22 Dental and oral problems,0.5,S22,Dental and oral problems,2022-08
NHS infrastructure support,S22 Dental and oral problems,0.5,S22,Dental and oral problems,2022-08
Central functions,S22 Dental and oral problems,0.5,S22,Dental and oral problems,2022-08
Foundation Doctor Year 1,S23 Eye problems,0.5,S23,Eye problems,2022-08
Ambulance staff,S23 Eye problems,0.5,S23,Eye problems,2022-08
All staff groups,S24 Endocrine / glandular problems,0.5,S24,Endocrine / glandular problems,2022-08
Professionally qualified clinical staff,S24 Endocrine / glandular problems,0.5,S24,Endocrine / glandular problems,2022-08
Consultant,S24 Endocrine / glandular problems,0.5,S24,Endocrine / glandular problems,2022-08
Specialty Doctor,S24 Endocrine / glandular problems,0.5,S24,Endocrine / glandular problems,2022-08
Support to clinical staff,S24 Endocrine / glandular problems,0.5,S24,Endocrine / glandular problems,2022-08
Senior managers,S24 Endocrine / glandular problems,0.5,S24,Endocrine / glandular problems,2022-08
Specialty Registrar,S29 Nervous system disorders,0.5,S29,Nervous system disorders,2022-08
Foundation Doctor Year 2,S30 Pregnancy related disorders,0.5,S30,Pregnancy related disorders,2022-08
Foundation Doctor Year 1,S31 Skin disorders,0.5,S31,Skin disorders,2022-08
Midwives,S31 Skin disorders,0.5,S31,Skin disorders,2022-08
"Scientific, therapeutic & technical staff",S31 Skin disorders,0.5,S31,Skin disorders,2022-08
All staff groups,S18 Blood disorders,0.4,S18,Blood disorders,2022-08
Professionally qualified clinical staff,S18 Blood disorders,0.4,S18,Blood disorders,2022-08
Consultant,S18 Blood disorders,0.4,S18,Blood disorders,2022-08
Specialty Doctor,S18 Blood disorders,0.4,S18,Blood disorders,2022-08
Nurses & health visitors,S18 Blood disorders,0.4,S18,Blood disorders,2022-08
Ambulance staff,S18 Blood disorders,0.4,S18,Blood disorders,2022-08
"Scientific, therapeutic & technical staff",S18 Blood disorders,0.4,S18,Blood disorders,2022-08
Support to clinical staff,S18 Blood disorders,0.4,S18,Blood disorders,2022-08
